Ladang Anggrek Papua,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Ladang anggrek yang memamerkan berbagai jenis anggrek endemik Papua, menawarkan keindahan alami untuk dikunjungi.","Ladang Anggrek, Alam, Merauke",0
Cekungan Sungai Maro,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,"Cekungan yang dikelilingi oleh sungai-sungai besar dan rawa-rawa, menawarkan pemandangan alam yang mempesona.","Sungai, Alam, Merauke",0
Gunung Mappi,"Merauke, Papua Selatan",Wisata Alam,Merauke,Merauke,Papua Selatan,Gunung yang menawarkan panorama alam luar biasa dan jalur pendakian yang menantang bagi para petualang.,"Gunung, Alam, Merauke",0
Taman Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman bermain dengan berbagai fasilitas seperti taman bunga dan area bermain untuk anak-anak.,"Taman Bermain, Anak, Merauke",0
Hutan Wisata Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Hutan wisata dengan jalur trekking dan tempat yang cocok untuk keluarga berjalan-jalan menikmati alam.,"Hutan, Wisata Alam, Merauke",0
Arena Bermain Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Area bermain yang lengkap dengan berbagai permainan anak dan fasilitas olahraga.,"Arena Bermain, Anak, Merauke",0
Taman Kota Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman kota yang dilengkapi dengan berbagai fasilitas untuk keluarga dan area bermain anak-anak.,"Taman, Anak, Merauke",0
Pantai Waisai,"Waisai, Papua Selatan",Tempat Bermain,Waisai,Raja Ampat,Papua Selatan,"Pantai yang menjadi tempat bermain air dan beraktivitas outdoor, cocok untuk keluarga.","Pantai, Bermain, Waisai",0
Taman Sudiang,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman terbuka dengan berbagai permainan dan area hijau untuk bersantai bersama keluarga.,"Taman, Bermain, Merauke",0
Merauke Fun Park,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Tempat bermain keluarga yang dilengkapi dengan wahana permainan dan ruang terbuka hijau.,"Tempat Bermain, Keluarga, Merauke",0
Lapangan Bola Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Lapangan olahraga yang sering digunakan untuk pertandingan sepak bola dan kegiatan olahraga lainnya.,"Olahraga, Lapangan, Merauke",0
Taman Pemuda,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman yang memiliki fasilitas bermain untuk anak-anak serta spot untuk berolahraga.,"Taman, Bermain, Merauke",0
Arena Skateboarding Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Arena skateboarding yang sering digunakan oleh anak muda untuk berlatih dan bermain skateboard.,"Skateboarding, Olahraga, Merauke",0
Kampung Wisata Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Kampung wisata dengan berbagai aktivitas budaya dan area bermain untuk anak-anak.,"Wisata, Budaya, Bermain, Merauke",0
Alun-Alun Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Alun-alun kota dengan area terbuka untuk bermain dan berbagai aktivitas keluarga.,"Alun-Alun, Bermain, Merauke",0
Taman Tropis Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman dengan suasana tropis yang ideal untuk kegiatan bermain luar ruangan dan bersantai.,"Taman, Alam, Bermain, Merauke",0
Taman Rekreasi Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman rekreasi dengan berbagai fasilitas untuk hiburan keluarga dan aktivitas luar ruangan.,"Taman, Rekreasi, Bermain, Merauke",0
Taman Hiburan Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman hiburan dengan berbagai wahana permainan yang cocok untuk anak-anak dan keluarga.,"Hiburan, Bermain, Merauke",0
Taman Anak Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman yang dilengkapi dengan berbagai permainan anak-anak dan ruang terbuka hijau.,"Taman Anak, Bermain, Merauke",0
Lapangan Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Lapangan yang sering digunakan untuk berbagai kegiatan olahraga dan hiburan keluarga.,"Lapangan, Bermain, Merauke",0
Taman Hiburan Anak,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman hiburan dengan berbagai wahana yang menyenangkan bagi anak-anak dan keluarga.,"Hiburan, Anak, Bermain, Merauke",0
Arena Olahraga Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Arena olahraga dengan fasilitas lengkap untuk bermain dan berolahraga bersama keluarga.,"Olahraga, Bermain, Merauke",0
Taman Kota Kecil,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman kecil di tengah kota yang menjadi tempat favorit keluarga untuk bermain dan bersantai.,"Taman, Bermain, Merauke",0
Kampung Wisata Alam,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,"Kampung wisata yang menawarkan kegiatan budaya dan petualangan alam, serta tempat bermain bagi anak-anak.","Wisata Alam, Kampung, Bermain, Merauke",0
Lapangan Anak Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Lapangan yang didesain khusus untuk anak-anak dengan berbagai permainan yang menyenangkan.,"Lapangan, Anak, Bermain, Merauke",0
Pusat Rekreasi Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Pusat rekreasi keluarga yang dilengkapi dengan berbagai fasilitas permainan dan olahraga.,"Rekreasi, Bermain, Merauke",0
Taman Wisata Merauke,"Merauke, Papua Selatan",Tempat Bermain,Merauke,Merauke,Papua Selatan,Taman wisata yang menyuguhkan pemandangan alam serta berbagai tempat bermain untuk anak-anak dan keluarga.,"Taman, Wisata, Bermain, Merauke",0
Tugu Perbatasan Indonesia-Papua Nugini,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Tugu yang menandakan perbatasan antara Indonesia dan Papua Nugini, menjadi simbol persahabatan antar negara.","Tugu, Perbatasan, Merauke",0
Katedral Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Katedral yang merupakan salah satu gereja terbesar di Papua Selatan, dengan arsitektur yang menakjubkan.","Gereja, Landmark, Merauke",0
Tugu Pahlawan Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Tugu pahlawan yang mengenang jasa-jasa pahlawan daerah Papua Selatan dalam perjuangan kemerdekaan.,"Tugu, Pahlawan, Merauke",0
Monumen Pembebasan Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Monumen yang dibangun untuk mengenang peristiwa pembebasan Merauke dari penjajahan Belanda.,"Monumen, Pembebasan, Merauke",0
Patung Tertinggi Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Patung besar yang menggambarkan simbol kebanggaan masyarakat Merauke, menjadi ikon kota.","Patung, Landmark, Merauke",0
Jembatan Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Jembatan besar yang menghubungkan berbagai wilayah Merauke, dengan pemandangan yang menakjubkan.","Jembatan, Landmark, Merauke",0
Monumen Cendrawasih,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Monumen yang melambangkan kebanggaan fauna Papua, dengan patung Cendrawasih sebagai simbol.","Monumen, Cendrawasih, Merauke",0
Bukit Puncak Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Bukit yang menawarkan pemandangan indah dari kota Merauke dan sekitarnya, menjadi tempat wisata popular.","Bukit, Pemandangan, Merauke",0
Patung Irian Jaya,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Patung yang menggambarkan sejarah dan kebudayaan Irian Jaya, terletak di pusat kota Merauke.","Patung, Landmark, Merauke",0
Puncak Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Puncak bukit yang memberikan panorama indah dari kota Merauke, tempat favorit untuk berfoto.","Puncak, Landmark, Merauke",0
Danau Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Danau yang berada di sekitar kota Merauke, menawarkan keindahan alam yang menakjubkan.","Danau, Landmark, Merauke",0
Masjid Al-Mujahidin,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Masjid besar yang menjadi pusat ibadah umat Islam di Merauke dengan arsitektur yang modern.,"Masjid, Landmark, Merauke",0
Patung Merpati,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Patung merpati yang menjadi simbol perdamaian di Merauke, terletak di pusat kota.","Patung, Landmark, Merauke",0
Tugu Kebersamaan,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Tugu yang melambangkan semangat kebersamaan antar suku dan agama di Merauke.,"Tugu, Kebersamaan, Merauke",0
Piramida Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Struktur piramida yang menjadi simbol bagi kota Merauke, menambah keunikan kota ini.","Piramida, Landmark, Merauke",0
Patung Tokoh Papua,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Patung besar yang menghormati tokoh-tokoh Papua yang berjuang untuk kemerdekaan daerah.,"Patung, Tokoh, Merauke",0
Bukit Seruni,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Bukit dengan pemandangan spektakuler, cocok untuk kegiatan wisata alam dan fotografi.","Bukit, Landmark, Merauke",0
Tugu Bintang Timur,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Tugu yang menandakan arah ke Timur, simbol dari Papua sebagai wilayah timur Indonesia.","Tugu, Bintang Timur, Merauke",0
Tugu Pahlawan Suku,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Tugu yang mengenang perjuangan suku-suku asli Papua dalam mempertahankan tanah air mereka.,"Tugu, Pahlawan, Merauke",0
Jembatan Titi Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,"Jembatan yang menghubungkan beberapa bagian penting di Merauke, menjadi simbol kemajuan kota.","Jembatan, Landmark, Merauke",0
Patung Cendrawasih Merauke,"Merauke, Papua Selatan",Landmark,Merauke,Merauke,Papua Selatan,Patung besar Cendrawasih yang menjadi simbol keindahan alam Papua dan fauna endemiknya.,"Patung, Cendrawasih, Merauke",0
Pulau Umboi,"Pulau Umboi, Papua Tengah",Wisata Bahari,Sarmi,Sarmi,Papua Tengah,Pulau yang memiliki keindahan alam bawah laut dan cocok untuk snorkeling serta diving.,"Pulau, Umboi, Wisata Bahari, Sarmi",0
Taman Laut Teluk Cenderawasih,"Teluk Cenderawasih, Papua Tengah",Wisata Bahari,Ransiki,Manokwari,Papua Tengah,Taman laut yang terkenal dengan kekayaan biodiversitas dan banyak spot diving yang menakjubkan.,"Taman Laut, Cenderawasih, Wisata Bahari, Manokwari",0
Pulau Mansinam,"Pulau Mansinam, Papua Tengah",Wisata Bahari,Manokwari,Manokwari,Papua Tengah,Pulau yang memiliki pantai yang indah dan spot snorkeling yang menawan.,"Pulau Mansinam, Wisata Bahari, Manokwari",0
Pulau Kri,"Pulau Kri, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau yang terkenal dengan keindahan bawah laut yang luar biasa dan menjadi destinasi diving terbaik di dunia.,"Pulau Kri, Raja Ampat, Wisata Bahari",0
Pulau Waigeo,"Pulau Waigeo, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,"Pulau terbesar di Raja Ampat, dengan pantai pasir putih dan terumbu karang yang indah.","Pulau Waigeo, Raja Ampat, Wisata Bahari",0
Pulau Batanta,"Pulau Batanta, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau dengan keindahan laut yang sangat memukau dan spot snorkeling serta diving yang luar biasa.,"Pulau Batanta, Raja Ampat, Wisata Bahari",0
Taman Laut Raja Ampat,"Raja Ampat, Papua Tengah",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Destinasi diving terkenal dengan ekosistem laut yang sangat kaya dan terumbu karang yang menawan.,"Taman Laut, Raja Ampat, Wisata Bahari",0
Pulau Wayag,"Pulau Wayag, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau dengan pemandangan yang sangat spektakuler dan sangat cocok untuk berlayar serta menyelam.,"Pulau Wayag, Raja Ampat, Wisata Bahari",0
Pulau Arborek,"Pulau Arborek, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,"Pulau kecil dengan keindahan alam bawah laut yang luar biasa, cocok untuk snorkeling.","Pulau Arborek, Raja Ampat, Wisata Bahari",0
Pulau Misool,"Pulau Misool, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau dengan terumbu karang yang sangat indah dan beragam jenis ikan yang menarik.,"Pulau Misool, Raja Ampat, Wisata Bahari",0
Pulau Gam,"Pulau Gam, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau yang memiliki terumbu karang yang menakjubkan dan cocok untuk kegiatan diving dan snorkeling.,"Pulau Gam, Raja Ampat, Wisata Bahari",0
Taman Laut Teluk Triton,"Teluk Triton, Papua Tengah",Wisata Bahari,Fakfak,Fakfak,Papua Tengah,"Teluk dengan keindahan alam bawah laut yang luar biasa, ideal untuk diving dan snorkeling.","Taman Laut, Teluk Triton, Wisata Bahari",0
Pulau Sarmi,"Pulau Sarmi, Papua Tengah",Wisata Bahari,Sarmi,Sarmi,Papua Tengah,Pulau yang menawarkan pantai indah dan keindahan bawah laut yang memikat.,"Pulau Sarmi, Sarmi, Wisata Bahari",0
Pulau Selpele,"Pulau Selpele, Papua Tengah",Wisata Bahari,Manokwari,Manokwari,Papua Tengah,Pulau yang terkenal dengan pantai berpasir putih dan spot snorkeling yang cantik.,"Pulau Selpele, Manokwari, Wisata Bahari",0
Taman Laut Palau,"Pulau Palau, Papua Tengah",Wisata Bahari,Manokwari,Manokwari,Papua Tengah,Destinasi wisata bahari dengan terumbu karang yang kaya dan kehidupan laut yang sangat beragam.,"Taman Laut, Palau, Wisata Bahari, Manokwari",0
Pulau Doberai,"Pulau Doberai, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,"Pulau dengan pantai yang indah dan kaya akan biota laut, sangat cocok untuk kegiatan diving.","Pulau Doberai, Raja Ampat, Wisata Bahari",0
Pulau Yeben,"Pulau Yeben, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau dengan pesona alam bawah laut yang menakjubkan dan sangat cocok untuk menyelam.,"Pulau Yeben, Raja Ampat, Wisata Bahari",0
Pulau Pef,"Pulau Pef, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau dengan panorama laut yang indah dan sangat cocok untuk snorkeling dan diving.,"Pulau Pef, Raja Ampat, Wisata Bahari",0
Pulau Gag,"Pulau Gag, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau yang memiliki kehidupan laut yang sangat beragam dan cocok untuk kegiatan diving.,"Pulau Gag, Raja Ampat, Wisata Bahari",0
Pulau Kapauri,"Pulau Kapauri, Raja Ampat",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau yang terkenal dengan terumbu karang dan ekosistem laut yang sangat kaya.,"Pulau Kapauri, Raja Ampat, Wisata Bahari",0
Pulau Wai,"Pulau Wai, Papua Tengah",Wisata Bahari,Waisai,Raja Ampat,Papua Tengah,Pulau yang memiliki air laut jernih dan banyak spot untuk diving dan snorkeling.,"Pulau Wai, Raja Ampat, Wisata Bahari",0
Teluk Triton,"Teluk Triton, Papua Tengah",Wisata Bahari,Fakfak,Fakfak,Papua Tengah,"Teluk dengan keindahan alam bawah laut yang luar biasa, ideal untuk diving dan snorkeling.","Teluk Triton, Fakfak, Wisata Bahari",0
Pulau Arfak,"Pulau Arfak, Papua Tengah",Wisata Bahari,Manokwari,Manokwari,Papua Tengah,Pulau yang memiliki kekayaan alam dan kehidupan laut yang sangat mempesona.,"Pulau Arfak, Manokwari, Wisata Bahari",0
Gereja Tua Sagu,"Sagu, Papua Tengah",Wisata Religi,Waisai,Raja Ampat,Papua Tengah,Gereja yang bersejarah dan merupakan salah satu tempat ibadah tertua di Papua Tengah.,"Gereja, Sagu, Religi, Waisai",0
Masjid Raya Manokwari,"Manokwari, Papua Tengah",Wisata Religi,Manokwari,Manokwari,Papua Tengah,Masjid terbesar di Manokwari yang memiliki arsitektur yang megah dan bersejarah.,"Masjid, Manokwari, Religi",0
Gereja Protestan Papua,"Manokwari, Papua Tengah",Wisata Religi,Manokwari,Manokwari,Papua Tengah,Gereja dengan sejarah panjang yang merupakan simbol kehadiran agama Kristen di Papua.,"Gereja, Protestan, Manokwari, Religi",0
Monumen Perjuangan Rakyat Papua,"Manokwari, Papua Tengah",Wisata Sejarah,Manokwari,Manokwari,Papua Tengah,Monumen yang melambangkan perjuangan rakyat Papua dalam mempertahankan kemerdekaan.,"Monumen, Sejarah, Manokwari",0
Makam Raja Ampat,"Raja Ampat, Papua Tengah",Wisata Sejarah,Waisai,Raja Ampat,Papua Tengah,Makam yang menghormati tokoh-tokoh penting dalam sejarah Raja Ampat.,"Makam, Raja Ampat, Sejarah",0
Katedral Manokwari,"Manokwari, Papua Tengah",Wisata Religi,Manokwari,Manokwari,Papua Tengah,Katedral Katolik yang memiliki sejarah penting bagi umat Katolik di Papua Tengah.,"Katedral, Manokwari, Religi",0
Tugu Perjuangan Papua,"Fakfak, Papua Tengah",Wisata Sejarah,Fakfak,Fakfak,Papua Tengah,Tugu yang dibangun untuk mengenang perjuangan rakyat Papua dalam mempertahankan kemerdekaan.,"Tugu, Sejarah, Fakfak",0
Gereja Katolik St. Petrus,"Sorong, Papua Tengah",Wisata Religi,Sorong,Sorong,Papua Tengah,Gereja Katolik yang bersejarah dan menjadi tempat ibadah bagi umat Katolik di Sorong.,"Gereja, Katolik, Sorong, Religi",0
Makam Pahlawan,"Sorong, Papua Tengah",Wisata Sejarah,Sorong,Sorong,Papua Tengah,Makam pahlawan nasional yang memperjuangkan kemerdekaan Indonesia.,"Makam, Pahlawan, Sejarah, Sorong",0
Gereja Kristus Raja,"Sorong, Papua Tengah",Wisata Religi,Sorong,Sorong,Papua Tengah,Gereja besar yang menjadi tempat ibadah utama umat Kristen di Sorong.,"Gereja, Kristus Raja, Sorong, Religi",0
Museum Negeri Papua Barat,"Manokwari, Papua Tengah",Wisata Sejarah,Manokwari,Manokwari,Papua Tengah,"Museum yang menyimpan berbagai koleksi sejarah, budaya, dan artefak dari Papua Barat.","Museum, Sejarah, Manokwari",0
Makam Ibu Waisai,"Waisai, Papua Tengah",Wisata Sejarah,Waisai,Raja Ampat,Papua Tengah,Makam yang menjadi tempat peristirahatan terakhir seorang tokoh penting dari Raja Ampat.,"Makam, Ibu Waisai, Sejarah",0
Gereja Advent Papua,"Manokwari, Papua Tengah",Wisata Religi,Manokwari,Manokwari,Papua Tengah,Gereja yang memiliki pengaruh besar bagi umat Advent di Papua Tengah.,"Gereja, Advent, Manokwari, Religi",0
Benteng Morotai,"Morotai, Papua Tengah",Wisata Sejarah,Morotai,Morotai,Papua Tengah,"Benteng bersejarah yang dibangun selama masa Perang Dunia II, sebagai saksi bisu perjuangan militer.","Benteng, Morotai, Sejarah",0
Monumen Soekarno,"Manokwari, Papua Tengah",Wisata Sejarah,Manokwari,Manokwari,Papua Tengah,Monumen yang didirikan untuk mengenang peran Soekarno dalam sejarah kemerdekaan Indonesia.,"Monumen, Soekarno, Sejarah, Manokwari",0
Gereja Kristus Pengharapan,"Manokwari, Papua Tengah",Wisata Religi,Manokwari,Manokwari,Papua Tengah,Gereja Kristen yang memiliki nilai sejarah dalam perkembangan agama Kristen di Papua.,"Gereja, Kristus Pengharapan, Manokwari, Religi",0
Taman Makam Pahlawan,"Fakfak, Papua Tengah",Wisata Sejarah,Fakfak,Fakfak,Papua Tengah,Taman yang digunakan untuk mengenang jasa-jasa para pahlawan kemerdekaan.,"Taman Makam, Pahlawan, Sejarah, Fakfak",0
Gereja Bethel Papua,"Manokwari, Papua Tengah",Wisata Religi,Manokwari,Manokwari,Papua Tengah,Gereja Bethel yang memiliki pengaruh besar dalam perkembangan agama Kristen di Papua Tengah.,"Gereja, Bethel, Manokwari, Religi",0
Tugu Pahlawan Papua,"Manokwari, Papua Tengah",Wisata Sejarah,Manokwari,Manokwari,Papua Tengah,Tugu yang dibangun untuk menghormati para pahlawan yang berjuang di Papua.,"Tugu, Pahlawan, Sejarah, Manokwari",0
